step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
460,DEBIT,1080.2457533030024,229934.31987736374,47711.07324799652,313.4125135238513,37625.04732783141,0
314,CASH_OUT,634.7853534360795,43527.968238756475,10640.7770952878,61040.10416325821,5575.866222669354,0
22,PAYMENT,526.988831581217,5763.899696503284,17720.40661241152,3839.689665281887,22231.814479677854,1
253,CASH_OUT,4782.779947173991,30728.807712420858,962.6691272648668,38319.75562560246,12533.541002309976,0
561,PAYMENT,4113.389516538731,77464.46936413067,5161.918954468778,16162.424729234817,19795.375662064962,0
475,TRANSFER,12656.249124889893,1405.8463374254484,13858.135537969942,34283.73399874684,37990.4015900134,0
59,TRANSFER,13579.848888102286,2928.481899809461,3046.7174100025127,29681.148070418076,5653.225006467959,0
511,DEBIT,521.9261321536187,3475.960269325289,41530.206736144704,5352.152779272599,613.5044149371575,0
682,PAYMENT,2499.0247783811956,65658.84194024338,282684.54786244204,21684.310290263504,17699.945281885408,0
476,TRANSFER,3205.6600436626636,34774.15819861373,4782.002379414842,9739.946432365708,13610.795739698387,1
700,DEBIT,7932.150252387196,23014.384591689075,77474.5382331391,24659.216097037614,19091.53342461633,0
190,DEBIT,1560.869811407236,5581.061726211825,5692.00958473347,40182.699181067896,93689.94793947558,1
687,CASH_OUT,1438.0249674164827,65883.25782601896,49878.094921061616,2542.511616766893,42975.44111106429,1
563,DEBIT,28786.408406967304,19358.16639590712,46370.74769227058,21755.38896675031,13884.21536858055,0
567,TRANSFER,16306.76397299238,15416.289432601623,104855.86585483866,28840.982520319136,6915.014405846333,1
244,CASH_OUT,1992.4991891031004,52823.52329892921,5443.962576894428,10502.364684708324,33725.56369308989,0
505,PAYMENT,5218.323223533796,40936.75518032082,17054.347811031785,91730.45346181424,37509.71973737123,0
131,PAYMENT,4394.697673954753,22503.042103389304,4282.556684084408,22038.007819361203,23132.114177414274,0
485,TRANSFER,15654.405203432398,51289.583530738724,23544.33780983486,6045.758443186699,8372.808692480365,0
647,TRANSFER,7137.845057348634,15819.273099531894,109161.27405536265,3421.5539971966773,1013.9812814332913,0
21,CASH_OUT,1367.935499569162,79195.88251330674,68448.38510594575,23404.290857292068,10807.44322518775,0
167,CASH_OUT,13432.044627587487,13024.033746826364,57751.97353203999,14111.553354121233,21383.600117757614,0
274,TRANSFER,5056.523254207924,8648.532379804738,34266.82139865025,6416.116529882476,54280.067895546235,1
388,TRANSFER,3050.6460731515426,76263.89451160518,96738.37335353467,935.386690305936,67286.23906727822,1
601,PAYMENT,4708.017428868657,61531.589358683224,26857.01714140796,25082.831236628517,18641.664394079453,0
316,PAYMENT,6886.703437784515,10083.719576049072,7296.7137501235375,27383.92297917484,55658.525345720154,0
14,PAYMENT,4202.47100030987,6178.8127887173305,81792.08391412621,4587.634122084561,175474.70880234177,1
242,TRANSFER,2769.475905007201,91131.2746179201,14760.084192443732,27619.35971363848,44132.63963175944,1
346,DEBIT,5083.321164807897,74939.22991319875,2480.643341500607,91079.60456536955,45645.52871997467,0
565,TRANSFER,193.590946362298,19819.622498490346,6062.328793095966,114907.22202828719,84098.30945875915,0
340,TRANSFER,14805.955729274401,53676.09627857724,42263.92850191705,65810.02022471743,14444.761218674334,0
92,PAYMENT,1874.6865267562382,6628.603306143512,42036.94118071402,49364.16982729548,394.4026253113579,0
367,TRANSFER,448.9759437109302,35367.13905543709,13560.86933610256,7047.673404712876,151937.0690402795,1
455,CASH_OUT,10604.460531225508,945.3962781398678,58452.46128906854,5103.556093032383,23599.197091904847,1
428,TRANSFER,14869.377038137214,24846.29050944094,66853.31909503702,17660.782781862465,53909.58382937812,1
509,TRANSFER,16810.90379616866,3889.5816585664106,113941.40809476282,28998.462601041527,58587.52090117223,1
35,TRANSFER,6802.490850936757,32231.86994249842,39569.67740235209,57049.64435231392,17734.335283045424,0
206,TRANSFER,2298.7639699970205,27381.538897202856,68017.95403164694,7917.5227041772405,27275.504163674523,1
81,DEBIT,13364.673146980456,29383.985928479135,62944.67635360317,19597.487464836096,27172.08085775378,0
562,TRANSFER,12030.16851908539,2319.5455914475588,13416.692482961156,31276.054342026786,8705.841644808874,0
388,CASH_OUT,2827.220392503334,22440.79152100656,16712.60250609159,17695.732388197626,4380.387716014368,0
2,CASH_OUT,23372.56829421664,70628.6005263673,29295.551167445985,18164.732582719666,27451.3743451412,0
390,TRANSFER,1102.2952571982084,23015.686286615044,865.0144105992323,7651.303097319626,4479.864988974317,0
566,PAYMENT,40563.69216023682,62793.48116437832,15883.396637595908,129511.68225627019,14867.426004262998,0
106,DEBIT,19678.84503223198,23060.418945924997,28900.41375519721,19341.757291468482,7206.405193516841,0
477,TRANSFER,11644.272896926333,27516.403759338027,5146.507562064676,22826.2078349262,42955.37368824719,1
703,TRANSFER,27927.896055562353,41493.28093019612,6074.577640259169,7398.480017039108,71952.79648981857,1
402,TRANSFER,12812.54102704289,150473.24358368418,27998.91586568276,21654.840242929422,30189.167368273655,0
730,PAYMENT,2112.853843971541,5762.711911948182,59081.12611760044,8845.21130401547,18476.389991831893,1
556,PAYMENT,5836.761731634939,1673.3806710515175,80741.52760115554,6782.044139432279,199381.0200465302,1
162,PAYMENT,741.8815541776734,46819.211009095656,35565.737591987156,9677.409866094047,750.3048197964303,0
202,DEBIT,4937.348766482501,148891.7582542576,28974.555526246015,82.90390065791355,12701.353079781422,0
270,CASH_OUT,13532.581934314827,228892.98943069828,21823.374936808068,25329.6466595365,11433.20217826872,0
271,DEBIT,4884.826815729373,33098.34365354166,9646.578284067455,14705.210791551679,15413.046212030331,0
456,PAYMENT,4009.1673087853,31563.261225165472,7131.7073135691235,68686.81424180744,9174.856369107665,0
462,CASH_OUT,9047.469250168893,51776.77202375084,70637.37725733034,1246.7671545576457,10740.881808698208,1
727,CASH_OUT,20573.24175842667,40555.42179038394,28147.541796969388,1324.8363067607206,10428.983902180309,0
252,PAYMENT,487.52517051511694,50268.12845511909,70297.82508162876,65113.43845100416,24664.56230294484,0
702,PAYMENT,4868.982383583859,103573.44064089953,54795.43758169646,4062.382570893093,17360.97237977237,0
296,DEBIT,1722.6122226697219,68581.3565357992,9699.408284895202,64.87321542255967,35687.87346583579,0
725,PAYMENT,11886.056552222302,34346.06922419021,32128.97194740608,5913.817761819947,25283.034971760604,0
720,CASH_OUT,1117.4145330929973,30982.240780335436,26415.76032049734,52097.03942213641,7092.143122504255,0
338,TRANSFER,10930.510567645326,51027.28024249726,24814.261571175437,48693.0373768921,58133.87881284074,0
53,PAYMENT,3371.256691788447,30413.312974230987,35196.01673097689,12471.473504641888,22366.006510970437,1
217,PAYMENT,2217.904842939247,30604.112969985497,180987.47837378757,33081.40316035937,5821.478614906417,0
188,DEBIT,27543.961405675804,822.0153030537754,75425.18580446429,21232.58217027007,6390.209036179354,0
380,DEBIT,186.98305564818125,9561.907833440166,105318.72275608605,70532.78071413659,55803.77945249454,0
493,PAYMENT,5758.571942360881,33521.71803021906,1353.9470742618837,1742.334309803719,42490.00670946452,0
41,CASH_OUT,218.6428336033926,86482.48010213782,6804.634068941738,50328.15086690508,24720.11720957597,0
157,CASH_OUT,6608.601578700729,16336.879095677783,3985.7828500098617,5611.533807359754,12789.027110435969,1
15,TRANSFER,6952.4413321802185,36974.57738531247,13746.639403527528,14908.712020960367,21600.366963794288,0
65,PAYMENT,3881.1028511662776,21153.10795792197,26244.16507945095,6394.2057439375885,35417.57426130146,1
521,DEBIT,1417.4996132975389,5535.628929229955,46231.69680507454,36381.7709408045,74000.52315036606,1
344,CASH_OUT,4722.2615760832805,158860.88868259898,31266.499350334278,34026.516823485086,28407.16079265529,0
129,TRANSFER,11155.436382239544,96438.74457360437,105072.39586130995,23815.397396810178,11339.30011145047,0
648,PAYMENT,15250.775024416409,4087.2140517271687,126495.58089143639,35936.04793044757,1528.805354026763,0
472,CASH_OUT,7566.208872417394,63610.309369912946,8034.921230853578,30613.291048501513,6752.326971413251,0
63,PAYMENT,8911.94284835296,21353.33030347094,86252.87197977964,44942.539195406214,36761.54093223966,0
139,PAYMENT,2239.1431217988174,263436.0550639324,29575.97526527209,8209.692849615576,6120.5802383319515,0
499,CASH_OUT,3387.3726638419566,18005.364229241353,27175.904198713615,16806.391272078905,22991.203830318555,1
593,CASH_OUT,1766.126159150472,13638.914078380338,69157.58357544488,4933.029799392634,42017.34513043444,1
392,CASH_OUT,2867.4298020977794,41953.81812120996,4399.549070603308,16842.183810653372,12897.303237584112,0
675,PAYMENT,2547.461702673276,90128.73619399057,96356.63056763624,36288.83807651321,38708.49022495513,0
419,PAYMENT,7328.214722581981,10691.779741654818,50007.70254254559,35270.42089527407,30451.972554176267,0
289,TRANSFER,8271.101080896444,61790.85294641515,93669.14682172725,37077.003317176874,20227.40424425844,0
379,DEBIT,28994.66565348814,3168.6444717051036,233952.2412238854,11078.372530838878,79639.43489065902,1
490,PAYMENT,2176.2213132364495,125625.0404026377,32841.918100346076,32560.279275549663,41224.63509418213,0
231,DEBIT,10263.168650669475,4227.533957601991,4405.587896214232,13740.654304092504,15652.714081130478,0
41,CASH_OUT,16996.869011324954,122805.1015513313,8196.75931465054,86736.86865226833,57084.691727306425,0
28,PAYMENT,8215.294840305341,33746.43246729192,17594.89345754442,12618.871516636314,46893.03436161067,0
135,TRANSFER,2943.759633006034,29718.615287087203,4919.221886861562,27715.94786797751,54904.463453020435,1
201,TRANSFER,3045.573015893467,181167.84492806,76016.19923443136,41606.32163446899,35850.86008336612,0
33,DEBIT,400.44227341868555,232217.2690396066,15849.469179943982,71064.12805764281,16695.74130357384,0
48,CASH_OUT,3644.8281266660215,52516.5592682677,167623.67211489566,17283.791911192864,15000.944168184713,0
503,DEBIT,13649.387403558128,6797.818918189842,54569.17959561086,13411.361148513532,37161.3920467738,1
407,CASH_OUT,486.83814892182767,35278.20620129182,8571.200343968012,16865.050492657305,4910.398314694715,0
574,TRANSFER,2475.582832263077,37662.17657334069,29085.524337186747,11733.393590825777,60001.29487449728,1
728,DEBIT,12249.6663583228,36123.28268207969,28305.749619226634,31832.948728047853,16189.87849152041,0
99,TRANSFER,15262.535119245858,42139.44985761909,30522.669318721582,80965.32501296101,34834.03545081688,0
684,TRANSFER,6075.538936985336,945.1120418015489,34524.24154404484,4042.6844924954435,24194.686626355702,1
726,CASH_OUT,11975.744458109228,62105.767067556015,1425.1186155905882,24692.350579980262,25639.84559318778,0
547,DEBIT,4909.448437311557,62308.24204644122,52169.47885760927,68380.3353965533,46880.19819979892,0
739,DEBIT,1742.5011274458068,6134.929715937474,30053.400060384385,3164.6338679278106,34485.24365077459,1
613,TRANSFER,5077.461926229873,42226.35341431621,70436.49682805967,20428.57975304819,10083.294963057622,1
462,TRANSFER,8674.239520758298,42008.30554465202,76018.08719761022,60125.47975410851,2699.3771183473355,0
643,CASH_OUT,29575.367367315568,57356.06579799889,11792.698621162948,69213.52397449495,64191.59095632911,0
5,PAYMENT,712.2853166599357,4463.2972200757895,2233.5576464373366,21668.14587495442,75666.58699064073,0
218,PAYMENT,7080.458036090714,49242.30646219539,54666.48800946371,758.0537981413562,6290.227343586446,0
503,TRANSFER,3988.665935839622,16477.44943746397,171269.46891137,3349.3794505898586,12960.713304093553,1
398,PAYMENT,7099.1028820418915,35362.608543650036,26630.054978431945,26508.662226991888,11611.693755324817,0
393,PAYMENT,242.6753650895647,74211.5810288033,13526.189970400346,3966.833787815899,97011.81114044749,0
207,PAYMENT,3754.5789384780564,61148.59690718597,7667.963327643407,4855.025869255104,8019.6613279355315,0
15,PAYMENT,17140.661825103096,6329.378850686643,15250.455684659753,44367.70106166629,6375.902645176774,0
554,TRANSFER,8073.05693913411,44724.60136362535,17881.975368145166,41671.99302204858,7024.345646804605,0
461,PAYMENT,5988.96639822335,173876.71100666188,24814.358217536836,55501.89383705477,45809.71165210708,0
691,PAYMENT,3362.0737210239204,8525.742790354232,47942.62317301919,3352.5983939107755,76630.17614551283,1
575,CASH_OUT,3538.824505678515,95834.54177885775,14357.390076997952,6624.820115442268,17494.118618570832,0
743,TRANSFER,4830.506666314333,60625.13411822134,2354.4897926099525,53685.91602906162,5119.624872610571,0
241,DEBIT,18052.746489966405,74361.74693550178,21026.393715607468,38305.72668424909,30842.630933452092,0
564,DEBIT,34177.29491269493,16561.3835713439,87091.79272260456,49190.13000808488,8247.400198833438,0
96,CASH_OUT,5774.202685673614,16976.069083728733,31043.503142099726,137401.67106585501,2320.556641782964,0
734,CASH_OUT,4998.079398783104,118233.37472401556,150581.15438021472,59948.37043164586,76075.59848076462,1
485,TRANSFER,18743.855537770894,22301.23436034905,31518.747047972633,22048.04241095387,71634.96252303621,1
407,DEBIT,5567.0434142549575,3254.4211188939485,14527.08633278351,11165.328386477528,130408.77902150917,1
231,PAYMENT,8030.026105497948,45889.18023014798,9666.935029333219,25296.546862600328,22486.208711077503,0
655,CASH_OUT,2625.884535743588,6666.151804717899,53364.8560258371,30531.980573534685,12184.960853528268,0
171,DEBIT,13606.365004984464,79628.11583589492,34591.17605200961,12253.132016246558,51405.76613039425,0
541,TRANSFER,7592.62022416142,51325.7141054891,41685.22634284566,44212.75103210178,6966.914383137633,0
36,PAYMENT,16556.627586090028,103862.798677223,63315.66194445939,2920.2423985997475,9757.227712044125,0
525,TRANSFER,15174.638824335983,76818.02797312228,58242.37114994104,45341.15292520256,10335.071510021473,0
160,CASH_OUT,2420.7763544751256,5945.576327162095,1994.9212622183566,975.6498425846283,106002.98019281164,0
699,DEBIT,12574.985908276374,23988.2095612091,73007.1377269391,20672.626603536377,45803.71875737798,1
243,DEBIT,16097.099892004842,74485.11696980114,34235.590780609564,59292.78933401786,5023.129965066384,0
86,DEBIT,4248.119177020833,27007.699083453197,22369.550480073685,2714.0018907719377,3410.502144407669,0
578,DEBIT,1894.78038917189,179434.48680485715,34701.78265441069,21878.090580808028,64761.58121658533,0
682,PAYMENT,26.3562579184904,66541.17572313492,42656.13646801802,5208.875160745854,56730.61376015243,0
557,PAYMENT,5994.813575935039,781.0648140825566,7287.2228785748275,67561.25115885383,38908.83668471789,0
574,TRANSFER,4345.326012892836,106007.21531576132,24312.638700648375,53575.50378125584,7639.842251582318,0
646,PAYMENT,8094.78396723623,5312.7560553744215,18398.25657777103,81505.4229877803,22906.51591247529,0
28,CASH_OUT,2083.055467374538,7571.602842197425,19413.55169827535,62379.00851693805,32309.51229597778,0
620,CASH_OUT,19637.26760126558,66305.59078879385,4310.042481046078,40017.1273785298,94159.52263415055,0
556,DEBIT,2980.761921438378,100112.38172757717,7837.5186311244,6132.936559481208,6497.243556291696,0
340,CASH_OUT,2567.3860481997413,38431.22595951216,7944.156085573443,10807.695460697638,25358.482257695938,1
331,TRANSFER,6553.0059663677575,17057.639975486123,21022.526013513496,20606.315840507526,6008.811988582315,1
640,PAYMENT,6908.518643034796,21640.444137589035,101203.38836596886,26667.328684481625,20535.061793644036,0
506,PAYMENT,2421.801387948176,20995.14132899499,10381.783130158197,45723.05499473711,7815.929934308822,0
348,PAYMENT,3172.629396403455,19776.58816274844,24218.279411643,7722.720129485017,63315.8719475735,1
473,CASH_OUT,1859.745076885884,13913.635439082205,16802.950131644087,4118.520547066378,10290.599672285158,1
231,PAYMENT,12674.813789673544,46935.393265969426,69671.8945764896,19768.759996287754,18891.170373725243,0
190,DEBIT,14700.631374075996,115332.32575325189,2314.187545403507,5153.608030295086,18336.150465472285,0
225,DEBIT,6205.074953794022,18342.21045311113,9847.444652880169,35499.31270853067,70424.16847943349,0
385,DEBIT,12520.677895857905,10332.411111434592,10644.063406465815,25714.549806473642,49629.3343089571,1
377,CASH_OUT,13315.61478267037,91186.55791582855,223044.52318695735,40540.3052587781,2075.481005969529,0
283,PAYMENT,1488.196970907267,67697.81218722295,38059.8328744382,1966.1405229920742,2430.5337040212307,0
633,CASH_OUT,33866.44534926593,133564.48488725157,6732.553603816901,100314.09624604399,28041.01252721719,0
628,PAYMENT,17205.479644690673,9047.309288816621,14297.751502535993,0.16610073196318373,19534.38190528923,1
259,TRANSFER,2287.6364096890356,7788.926860222297,8266.906432797812,11810.946979416069,11283.641964217102,1
359,TRANSFER,2059.9768015226446,38982.05031747855,5988.58084237008,34148.8098963668,55062.243038601955,1
710,CASH_OUT,1342.8727317835721,47652.09995957249,71795.08772429884,1385.7815403161524,4819.3085021311335,1
456,DEBIT,1489.3927246285346,32713.00325409268,30810.97418271873,2610.873067923327,127814.75338702816,0
411,CASH_OUT,13789.684573169563,45685.532697462586,44888.77231694701,2393.4289678466525,853.9203923183567,0
649,DEBIT,6342.261397464272,9945.708938871157,18105.608044556455,26133.048935665283,4403.869740407926,0
318,PAYMENT,15275.54620014236,32659.19813389262,36303.88036623098,67879.39538818305,13054.079462067004,0
677,DEBIT,13714.250368917847,53660.76122865984,13402.142357554661,24319.90354961245,24906.51987688855,0
225,DEBIT,9278.895222911897,28343.919151779435,16569.978531974542,27757.776282277762,8523.198083544392,0
234,PAYMENT,11595.305120508076,56885.43486476521,47530.65515626463,12739.513569329523,46641.751305619604,0
684,TRANSFER,185.26281039439215,30000.265724651636,7331.891724149781,567.5699891626685,15485.878928789423,1
664,PAYMENT,3736.4330547931713,20293.227957076127,43213.48759786826,655.5521218580619,1375.5204076464795,0
374,CASH_OUT,10156.199702487535,18091.915925555466,86045.8888192599,65760.83406963637,73551.02551035988,0
672,CASH_OUT,93.88891510842025,26458.141280167158,5774.149171793106,3246.686206272281,100800.27179710672,0
608,CASH_OUT,335.3294067202427,1168.0181838720116,102488.16605384949,253962.48371680465,33733.39239660996,0
472,CASH_OUT,19097.86416303497,55210.165232413776,3725.0671035579835,5388.969296268709,57493.3043588472,0
233,CASH_OUT,11520.917447310962,93250.59745691274,19309.779457839195,33684.178227663106,4518.4048720964975,0
692,TRANSFER,3083.8794459446362,21896.349054970706,42431.18984299549,89251.70798073168,10958.359891504255,0
113,TRANSFER,11646.329960811318,2356.317101912947,36884.310534769735,13496.11535076674,13768.506081225021,0
497,DEBIT,15724.151376867232,216284.57365943232,4561.137652778513,39776.664804696484,113325.95836082319,0
442,CASH_OUT,3664.2847407443537,15305.763263249411,72180.8308414462,12963.050948752943,25126.367229306918,1
564,PAYMENT,367.02758462702866,6769.291075957522,162792.54518757487,10912.758797950748,260.4411536752599,0
268,CASH_OUT,26997.714351652943,23082.134612624708,8997.748891055511,6762.036033240575,16741.74460605201,0
510,TRANSFER,4233.946433294149,67076.95739442369,101476.93675346852,51600.17671907451,272.32775072305844,0
386,CASH_OUT,1125.8853416532181,17401.09568751692,36618.995168089845,8927.409509653517,9504.383770783523,0
387,TRANSFER,6769.921218614268,42748.40050336893,123652.70578765194,9987.00157628669,21224.675506201063,1
113,DEBIT,14630.363035289562,26855.05728299916,8716.008284152118,206338.38646828284,13673.266556323697,0
613,DEBIT,2505.755344099486,6264.783815816587,70664.40253775642,11894.139805447381,1164.8687142952208,0
625,DEBIT,3140.1242725904126,20045.30176152987,2773.9378873571486,16485.66764749371,4328.732273542758,0
81,TRANSFER,2780.1559283578913,64525.67019180951,96626.78045285365,138321.94195163142,28016.79214386766,1
699,CASH_OUT,47882.58376371876,47337.9992038993,50460.61690707645,13827.765389573544,41630.00676689995,0
113,CASH_OUT,2199.0347320417654,6379.078108755439,20809.798214419752,13678.383370164454,18145.266926896835,1
2,PAYMENT,8568.908997267527,8915.823974564562,9508.388524240778,52758.062952800225,46019.27343384325,0
642,TRANSFER,25938.019609069124,51184.52172242187,76307.44506390176,11215.957127297,6241.515135427313,1
220,PAYMENT,1588.7448312947263,83943.53001010687,41599.2170508154,7988.817304694859,4556.11405571229,0
566,DEBIT,35354.443857394945,21498.738748490574,20112.16878233269,16508.324177988725,64021.05513295493,0
736,CASH_OUT,29465.08572815588,45231.78974472147,26401.128713356175,36183.33272257199,14501.349011874378,0
225,TRANSFER,21591.082079040967,9355.264355547259,78832.06047665013,1326.175931265158,19812.46532452716,1
385,PAYMENT,2415.067797379193,18653.01823019229,18625.108454488665,14048.123251646179,103197.41769615797,0
403,PAYMENT,10052.723831554526,1023.9232704915502,4225.819971937936,12750.673963878337,19314.49278792632,0
638,PAYMENT,14308.377420891115,73110.4022709831,109003.24890216283,8423.908770588901,122.36736677675022,0
130,CASH_OUT,42706.94812946098,25625.50373060137,22047.806257870343,31864.41898590366,97305.89429463646,0
53,CASH_OUT,1989.6792853683776,84675.1109934683,19273.735617663213,10274.290133880935,497.67373443306633,0
684,CASH_OUT,14525.448514565027,61613.98384516246,10289.6213833188,27997.88532990426,37994.4857488788,0
730,TRANSFER,4137.006824365807,88229.86588015953,102471.18133168638,21055.76096390298,13647.300834646861,0
672,CASH_OUT,1931.3153330501448,16819.718853419123,11037.067776249454,7345.953116201677,22246.553731033127,1
710,TRANSFER,5471.040345101343,10235.029310464874,45560.32472098944,9300.53228315176,27737.25013452233,1
416,PAYMENT,15790.828842966612,178609.39763452078,95699.6568289703,5611.583863232854,18375.91245089002,0
247,PAYMENT,6252.078307463486,63173.365536658035,1599.1948396713756,1748.8762868888155,52109.86949837864,0
439,DEBIT,7711.586696619891,89801.10745562965,79419.34647444832,28963.520401669837,93429.10040150167,0
203,CASH_OUT,53307.18706198773,661.0189542396303,23789.215237247383,33514.473623969316,3163.147122321953,1
184,PAYMENT,5093.422238103143,21883.530656833856,48279.15915088148,5445.656068797749,56374.60915257166,1
123,CASH_OUT,9555.534081518996,67898.30910521613,20963.67880786098,28665.949362457603,4820.753294256135,0
401,TRANSFER,4545.149235282756,4059.571814107982,53511.191112465334,120663.07255699478,2928.9029166500845,0
294,PAYMENT,4988.734140640178,41890.145801962855,13204.128814486,2319.460993043144,109190.9820138948,0
280,CASH_OUT,11895.465431841998,28024.67580361715,997.8566158986104,20222.160563424524,23518.901044915234,0
610,PAYMENT,27787.995873117856,888.6762301038585,132859.51345733355,39619.49259259441,5795.5213558294045,0
198,PAYMENT,7816.701368479448,13457.776160270856,742.6438079729254,1413.0374673383726,29535.461849721127,0
511,CASH_OUT,14627.432264991465,16759.092710810186,78202.60149505231,45189.318346031774,10692.122028265148,0
144,PAYMENT,934.3914597895948,5931.291517384492,8338.098304551886,116636.36081999612,21846.92328212276,0
609,PAYMENT,2371.892791268368,49920.73672466076,22407.420632770372,2779.5111036716403,34297.267028979804,0
201,PAYMENT,6974.195760970958,13879.846692819772,77793.37747772859,51817.925018107475,71211.69448313543,1
124,PAYMENT,202.14670275580235,16260.163503614252,10376.386577045092,14272.51747837279,108.01544432668932,0
187,TRANSFER,2914.959744889695,114256.22019681706,90348.11135642418,4668.6198768705635,8434.21111666488,1
326,PAYMENT,7285.697984532235,31473.241231343207,30990.378310100055,20388.762937473908,3542.8832782471245,0
464,DEBIT,150.74245952720324,24889.559363612076,20517.678387180174,2226.1523082095255,3574.932481793238,0
349,PAYMENT,3072.6767256747967,64344.36349552637,48870.23992040526,22150.701599257674,102013.02039631558,0
660,CASH_OUT,7216.100716518336,120183.18218089393,18793.048648598102,586.3975152669982,96255.91107167528,1
403,DEBIT,8513.20853740436,1267.7538307298241,19197.892725665086,39126.11071316498,48423.567601576695,1
346,TRANSFER,26003.40303650956,29732.000968941193,59511.6030685908,20081.143448882314,36056.86357540894,1
511,DEBIT,10366.115503714429,47180.70133131557,16686.925114761918,18426.7342166286,65928.81208123236,0
147,DEBIT,5356.919140928732,19177.580962872275,10084.942280369887,6551.826434033196,2106.4401093518186,0
148,DEBIT,26642.894795892742,74009.97528953949,74178.8333998745,13447.882014975468,4453.722564918508,0
711,CASH_OUT,15365.731355994472,177852.34816328605,73649.71214931566,6022.000111517265,13349.901856753317,0
489,CASH_OUT,2231.547027673215,143611.495667664,30974.859370599246,39884.958451795676,62535.425245882914,0
640,CASH_OUT,1402.3076780777217,15461.123116992649,33656.943203678486,6657.777516685791,22368.482996872546,1
551,TRANSFER,11264.305609561474,12831.027658619656,53594.08505073739,28772.29327261337,24511.283572201562,0
338,CASH_OUT,8207.15054537837,157901.42141836038,32034.14758403525,9838.772342986607,9114.393100003128,0
641,CASH_OUT,15590.947347801284,30682.476063588616,24283.648585647396,32099.187787027196,36582.892797375884,0
473,DEBIT,13424.882159118157,11678.493541321566,237481.95679491322,23325.549601687937,76574.68214000425,1
151,CASH_OUT,9813.935024572149,61378.61534913252,7188.606366606555,16520.20485219665,13991.347451476488,0
415,PAYMENT,42963.75435091705,16733.1164478991,40422.32825011698,33533.92970232022,33790.54188556746,0
298,CASH_OUT,7626.896246994476,15547.328560638036,97666.02117854127,16121.355137407345,14118.674756679322,0
611,TRANSFER,1200.2953320791783,105701.25308295988,52300.77106880277,51673.26074522311,55078.81602572991,1
263,TRANSFER,17618.52561461814,8865.456205121951,95759.43516107289,39235.41699110783,22549.81147607812,1
144,PAYMENT,2901.562805761459,3327.9852626022735,18448.980908623133,23337.56621175731,14514.893946681887,0
346,TRANSFER,15019.393506742654,15679.844993857172,14285.006227701711,62881.931991201665,19068.399363584012,0
